time_s,timestamp_ms,distance_m,latitude,longitude,altitude,velocity_mps,acceleration_mpss,direction,isRegistered,rsrp_dbm,rsrq_db,rssnr_db,cqi,ss,ta,ci,pci,id,payload_mb,throughput_mbits,rtt_ms,txPower_dbm,f_mhz,scenario,provider,start_time,timestamp,enodeb,drive_id
24.56,1547615866,318.57,51.447158,7.48791,257.9,14.59,-0.14,179.12,1,-114,-17,-13,1,20,22,13415426,265,1,1,0.92,3869,18.8,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:17:46Z,52404,9
31.33,1547615873,419.81,51.446299,7.488314,259.16,14.2,-0.4,157.03,1,-107,-13,-1,6,25,13,13415170,315,2,6,2.42,1031,19,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:17:53Z,52403,9
41.81,1547615883,566.96,51.445352,7.489924,268.24,15.53,0.02,128.93,1,-104,-10,5,7,24,13,13415170,315,3,0.5,0.46,740,20.64,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:18:03Z,52403,9
52.03,1547615894,713.51,51.444622,7.49161,275.5,3.4,-2.41,127.35,1,-111,-17,-5,7,28,24,13417219,440,4,10,1.93,421,20.59,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:18:14Z,52411,9
62.75,1547615904,717.93,51.444619,7.491615,275.48,0,0,127.35,1,-109,-14,-2,9,24,24,13417219,440,5,4,1.05,1031,21.06,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:18:24Z,52411,9
76.11,1547615918,717.93,51.444619,7.491615,275.39,0,0,127.35,1,-107,-9,4,8,23,24,13417219,440,6,7,1.2,2044,21.5,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:18:38Z,52411,9
85.99,1547615928,717.93,51.444629,7.491599,275.41,0,0,127.35,1,-110,-10,3,8,20,24,13417219,440,7,0.5,0.41,2638,20.75,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:18:48Z,52411,9
95.04,1547615937,717.93,51.444643,7.491578,274.97,0,0,127.35,1,-112,-11,-1,8,19,24,13417219,440,8,4,0.89,1765,21.55,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:18:57Z,52411,9
103.63,1547615945,746.72,51.444174,7.491403,269.93,10.9,1.32,215.25,1,-110,-14,-4,5,23,24,13417219,440,9,10,1.62,1217,21.36,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:19:05Z,52411,9
117.53,1547615959,949.03,51.442665,7.489685,270.25,15.66,0.01,217.35,1,-111,-13,-2,5,22,22,13417219,440,10,0.5,0.18,2623,19.98,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:19:19Z,52411,9
128.5,1547615970,1118.25,51.441483,7.488087,276.23,14.85,0.57,227.34,1,-102,-20,-9,7,38,22,13417219,440,11,0.1,0.07,3073,19.94,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:19:30Z,52411,9
137.55,1547615979,1253.16,51.44079,7.486562,279.58,14.91,-0.16,232.13,1,-116,-9,4,10,11,84,13067273,288,12,0.1,0.2,2250,20.45,1770,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:19:39Z,51044,9
141.65,1547615984,1313.23,51.440477,7.485865,281.09,14.74,-0.22,232.75,1,-118,-9,4,6,8,21,13417219,288,13,9,3.69,1300,21.08,1770,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:19:44Z,52411,9
151.91,1547615994,1459.03,51.439687,7.484139,284.67,13.75,-0.41,232.9,1,-100,-13,8,6,31,21,13417219,440,14,7,3.76,1072,20.05,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:19:54Z,52411,9
161.58,1547616003,1606.94,51.438903,7.482155,286.11,15.67,0.01,240.53,1,-98,-12,8,8,33,21,13417219,440,15,6,4.9,1062,18.7,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:20:03Z,52411,9
171.04,1547616012,1768.76,51.43823,7.48016,286.1,16.92,0.18,240.05,1,-96,-9,6,12,32,21,13417219,440,16,0.1,0.92,342,20.67,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:20:12Z,52411,9
180.53,1547616022,1916.14,51.437607,7.478274,285.72,15.78,-0.29,241.92,1,-94,-8,10,8,32,21,13417219,440,17,2,6.56,63,17.69,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:20:22Z,52411,9
190.5,1547616032,2059.06,51.437157,7.476417,287.66,9.51,-1.56,283.79,1,-92,-8,14,10,35,19,13523715,6,18,0.1,3.59,60,15.8,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:20:32Z,52827,9
200.7,1547616042,2158.21,51.437895,7.476919,290.36,14.51,1.61,53.81,1,-97,-7,6,9,30,19,13523715,6,19,2,7.46,69,20.12,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:20:42Z,52827,9
211.12,1547616053,2370.57,51.438994,7.479503,288.81,23.81,0.22,57.25,1,-103,-9,-3,9,24,19,13523715,6,20,10,4.11,93,20.55,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:20:53Z,52827,9
223.22,1547616064,2665.26,51.440684,7.48278,286.15,24.58,-0.2,41.69,1,-113,-16,-5,5,22,22,13417219,440,21,7,1.06,1284,21.5,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:21:04Z,52411,9
236.87,1547616079,2985.61,51.443118,7.485124,278.68,25.07,-0.08,23.63,1,-106,-18,-6,4,24,18,13415170,315,22,7,1.01,679,21.66,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:21:19Z,52403,9
246.72,1547616088,3189.13,51.444684,7.486367,271.75,13.89,-0.84,47.41,1,-114,-8,1,9,12,80,13067273,288,23,7,1.09,1850,20.22,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:21:28Z,51044,9
270.95,1547616112,3584.44,51.443671,7.483762,266.81,24.61,1.02,268.87,1,-106,-17,-6,4,23,21,13415426,265,24,7,1.68,2982,21.56,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:21:52Z,52404,9
271.23,1547616113,3609.29,51.443673,7.483411,266.72,25.24,0.62,268.52,1,-112,-15,-7,4,21,21,13415426,265,25,0.1,0.08,2542,18.94,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:21:53Z,52404,9
274.91,1547616116,3687.19,51.443663,7.482298,266.33,27.64,0.86,266.43,1,-110,-13,-5,4,19,21,13415426,265,26,1,0.64,2716,17.84,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:21:56Z,52404,9
283.24,1547616125,3959.12,51.443447,7.478395,264.51,32.7,0.07,262.44,1,-106,-14,-5,4,26,21,13415426,265,27,0.5,0.41,1060,20.69,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:22:05Z,52404,9
295.28,1547616137,4341.55,51.442878,7.472954,257.08,32.26,0.39,258.87,1,-98,-14,-3,14,33,21,13415426,265,28,5,1.31,919,20.44,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:22:17Z,52404,9
304.04,1547616146,4637.62,51.442298,7.468726,248.84,34.94,0.33,258.19,1,-105,-12,5,13,27,21,13415426,265,29,10,1.54,813,20.52,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:22:26Z,52404,9
315.45,1547616157,5028.9,51.44173,7.463215,239.51,34.92,0.03,263.76,1,-117,-15,-14,4,18,21,13415426,265,30,7,1.84,2226,21.61,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:22:37Z,52404,9
322.4,1547616164,5276.61,51.441573,7.459639,235.83,36.14,0.2,267.8,1,-103,-14,-4,9,30,13,13415427,264,31,0.1,0.16,738,14.72,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:22:44Z,52404,9
336.71,1547616178,5783.11,51.441695,7.452364,231.95,35.6,-0.03,275.73,1,-100,-12,-4,4,29,13,13415427,264,32,5,1.74,1685,20.3,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:22:58Z,52404,9
344.89,1547616187,6064.52,51.442041,7.448351,228.84,35.71,0.08,279.38,1,-107,-13,8,9,25,13,13415427,264,33,3,1.15,943,20.48,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:23:07Z,52404,9
352.19,1547616193,6343.21,51.442561,7.444434,226.54,35.03,-0.03,284.12,1,-109,-15,3,6,25,13,13415427,264,34,5,1.71,2650,21.62,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:23:13Z,52404,9
363.77,1547616206,6742.24,51.443598,7.43891,221.11,36.92,-0.42,289.37,1,-106,-14,2,8,27,26,13246978,157,35,0.1,0.17,1392,20.3,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:23:26Z,51746,9
372.9,1547616214,7076.29,51.444748,7.434388,210.02,38.79,0.19,295.75,1,-97,-19,-5,3,35,67,13081346,211,36,1,1.61,1368,20.02,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:23:34Z,51099,9
380.83,1547616222,7383.63,51.446204,7.430624,204.06,37.19,-0.04,306.4,1,-109,-13,1,6,21,33,13395457,111,37,3,8.05,417,20.56,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:23:42Z,52326,9
390.45,1547616232,7758.89,51.448583,7.426884,189.09,37.68,0.36,322.77,1,-97,-6,11,11,28,33,13395457,111,38,8,8.3,66,17.27,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:23:52Z,52326,9
410.37,1547616252,8505.38,51.454682,7.422753,161.71,35.21,0.26,343.22,1,-93,-6,2,6,30,14,13523459,175,40,4,6.03,57,19.94,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:24:12Z,52826,9
420.4,1547616262,8856.33,51.457639,7.421088,156.43,33.92,-0.45,335.5,1,-94,-9,3,9,33,15,13523459,175,41,5,6.93,83,16.2,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:24:22Z,52826,9
430.39,1547616272,9185.23,51.458613,7.414719,154.6,34.13,0.39,325.86,1,-88,-6,5,11,38,15,13523459,175,42,6,13.67,194,14.97,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:24:32Z,52826,9
440.62,1547616282,9520.34,51.462563,7.415792,154.16,33.13,0.15,316.25,1,-90,-10,4,14,37,9,13395457,111,43,3,9.95,62,19.81,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:24:42Z,52326,9
450.38,1547616292,9836.71,51.464469,7.412455,153.66,30.62,-0.83,308.97,1,-83,-6,22,14,43,4,13395458,112,44,1,9.13,57,9.69,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:24:52Z,52326,9
460.39,1547616302,10144.2,51.466185,7.408955,155.06,32.02,0.76,308.19,1,-75,-5,11,10,50,4,13395458,112,45,6,9.38,57,-1.89,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:25:02Z,52326,9
470.4,1547616312,10457.03,51.467963,7.405447,157.51,32.72,0.47,310.84,1,-82,-6,15,11,41,7,13395458,112,46,9,15.75,73,9.02,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:25:12Z,52326,9
480.38,1547616322,10792.64,51.470033,7.401904,161.54,33.91,0.03,314.65,1,-96,-10,1,7,32,17,13022465,112,47,4,10.54,53,20.41,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:25:22Z,50869,9
490.44,1547616332,11127.65,51.47224,7.398623,165.27,32.65,-0.43,320.15,1,-91,-6,14,15,35,17,13022465,205,48,9,12.62,44,16.94,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:25:32Z,50869,9
500.45,1547616342,11436.85,51.474413,7.395858,171.66,29.54,-0.13,323.63,1,-85,-5,22,15,39,17,13022465,205,49,9,16.45,66,12.88,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:25:42Z,50869,9
510.4,1547616352,11727.51,51.476214,7.397804,176.87,28.23,-0.7,335.07,1,-66,-4,31,15,58,17,13022465,205,50,6,14.34,68,-7.95,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:25:52Z,50869,9
520.39,1547616362,11958.57,51.478601,7.39339,178.72,20.66,-0.36,29.24,1,-82,-5,14,12,42,17,13022465,205,51,7,14.63,70,9.27,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:26:02Z,50869,9
530.4,1547616372,12122.44,51.479908,7.393504,182.91,13.64,-1.75,336.02,1,-100,-9,8,10,27,17,13022465,205,52,9,12.6,53,19.36,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:26:12Z,50869,9
540.39,1547616382,12258.7,51.48073,7.394693,185.89,18.18,0.57,58.63,1,-90,-8,5,14,36,12,13532162,198,53,4,9.1,72,18.92,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:26:22Z,52860,9
550.59,1547616392,12436.17,51.481759,7.396224,186.68,14.65,-0.75,58.3,1,-94,-10,-4,7,33,12,13532162,198,54,2,4.83,59,18.06,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:26:32Z,52860,9
570.35,1547616412,12581.77,51.48246,7.399986,191.6,0.59,-0.21,42.36,1,-94,-10,4,11,34,9,13532163,200,56,1,11.71,51,16.8,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:26:52Z,52860,9
580.35,1547616422,12582.36,51.482361,7.398522,190.3,5.02,0,45.4,1,-92,-10,-1,7,36,9,13532163,200,57,1,5.3,71,16.61,890,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:27:02Z,52860,9
590.39,1547616431,12670.17,51.482366,7.400065,193.45,13.2,0.99,33.34,1,-82,-5,30,15,41,7,13067528,356,58,6,24.63,63,10.31,1770,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:27:11Z,51045,9
600.44,1547616442,12821.83,51.4842,7.400557,191.26,15.57,-0.12,36.97,1,-84,-6,32,15,41,7,13067528,356,59,9,34.92,121,12.52,1770,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:27:22Z,51045,9
610.44,1547616452,12971.39,51.48518,7.401997,190.3,14.13,-0.35,43.6,1,-87,-5,22,15,38,7,13067528,356,60,6,27.94,60,16.45,1770,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:27:32Z,51045,9
640.36,1547616482,13333.75,51.488018,7.401722,182.91,13.09,-0.18,359.75,1,-83,-5,30,14,40,7,13067528,356,63,1,19.51,72,12.59,1770,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:28:02Z,51045,9
650.38,1547616492,13442.7,51.488942,7.401771,179.75,6.51,-0.59,0.27,1,-103,-6,20,11,20,7,13067528,356,64,0.1,5.23,73,17.05,1770,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:28:12Z,51045,9
660.41,1547616502,13472.02,51.489176,7.401776,179.61,0,0,357.29,1,-105,-6,14,11,19,7,13067528,356,65,0.5,10.31,69,20.7,1770,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:28:22Z,51045,9
670.39,1547616512,13472.02,51.489283,7.401635,179.6,0,0,353.36,1,-104,-6,18,11,19,7,13067528,356,66,3,12.83,72,16.94,1770,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:28:32Z,51045,9
680.39,1547616522,13539.46,51.489428,7.402684,179.75,12.95,0.95,89.63,1,-109,-9,8,7,18,7,13067528,356,67,2,7.2,95,20.33,1770,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:28:42Z,51045,9
690.41,1547616531,13669.02,51.489324,7.404349,178.6,11.84,1,90.56,1,-111,-9,5,7,15,7,13067528,356,68,8,9.22,84,21.34,1770,highway,vodafone,2019-01-16T05:17:21Z,2019-01-16T05:28:51Z,51045,9
50.18,1547646527,657.59,51.487435,7.417835,147.18,16.21,0.32,157.17,1,-110,-11,0,6,20,18,13392904,347,4,6,2.82,65,21.16,1770,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:48:47Z,52316,10
64.85,1547646542,852.68,51.4859,7.41856,138.65,10.64,-0.57,190.2,1,-117,-11,0,7,12,18,13392904,347,5,10,3.34,1964,20.77,1770,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:49:02Z,52316,10
72.25,1547646549,936.85,51.485213,7.418853,145.85,10.38,-0.29,152.3,1,-113,-11,1,8,15,18,13392904,347,6,4,1.94,1213,20.8,1770,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:49:09Z,52316,10
91.11,1547646568,1178.86,51.483242,7.417701,144.09,13.4,0.04,211.8,1,-104,-6,8,12,18,14,13392905,345,8,3,1.33,551,21.39,1770,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:49:28Z,52316,10
100.87,1547646578,1308.2,51.482187,7.416932,145.49,13.42,-0.5,199.62,1,-109,-8,5,10,17,14,13392905,345,9,0.1,0.49,716,20.25,1770,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:49:38Z,52316,10
110.11,1547646588,1382.21,51.481627,7.416628,147.78,0,0,201.16,1,-109,-9,4,8,18,14,13392905,345,10,0.5,4.56,71,21.44,1770,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:49:48Z,52316,10
120.12,1547646597,1382.21,51.481627,7.416628,147.93,0,0,201.16,1,-108,-7,5,9,18,14,13392905,345,11,2,6.97,77,21.44,1770,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:49:57Z,52316,10
130.22,1547646607,1382.21,51.481627,7.416628,148.03,0,0,201.16,1,-108,-9,3,10,21,14,13392905,345,12,9,6.89,65,21.11,1770,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:50:07Z,52316,10
150.09,1547646627,1481.43,51.481488,7.418084,150.77,15.85,0.36,83.33,1,-94,-7,19,13,34,14,13392905,345,14,0.5,5.87,64,19.95,1770,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:50:27Z,52316,10
170.21,1547646647,1836.83,51.481929,7.423208,137.9,19.14,-0.21,77.19,1,-90,-7,11,13,36,14,13392905,345,16,8,13.61,57,17.23,1770,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:50:47Z,52316,10
190.11,1547646667,2135.5,51.482535,7.427475,136.24,13.12,-0.1,78.64,1,-89,-8,0,15,38,14,13392905,345,18,1,12.44,60,15.28,1770,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:51:07Z,52316,10
220.16,1547646697,2192.49,51.482582,7.428204,139.99,0,0,86.53,1,-89,-9,11,12,36,5,13392904,347,21,6,19.97,67,19.19,1770,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:51:37Z,52316,10
230.32,1547646708,2275.13,51.482547,7.429741,140.19,10.53,-0.73,94.6,1,-91,-7,16,12,32,5,13392904,347,22,0.5,4.74,62,17.02,1770,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:51:48Z,52316,10
240.14,1547646718,2338.77,51.482442,7.430644,143.25,2.85,0.11,105.94,1,-88,-8,8,11,38,5,13392904,347,23,1,10.1,60,10.2,1770,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:51:58Z,52316,10
260.19,1547646737,2358.59,51.482357,7.430916,143.05,0,0,125.95,1,-88,-6,22,12,37,5,13392904,347,25,7,34.76,54,18.38,1770,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:52:17Z,52316,10
270.26,1547646748,2379.85,51.482299,7.431487,141.33,8.95,0.82,97.15,1,-75,-5,30,14,49,5,13392904,347,26,9,37.8,67,9.65,1770,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:52:28Z,52316,10
280.17,1547646757,2464.63,51.482216,7.432775,145.91,10.3,0.41,96.44,1,-78,-6,19,12,44,5,13392904,347,27,10,27.01,51,2.41,1770,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:52:37Z,52316,10
290.15,1547646767,2574.45,51.482098,7.434308,147.24,10.46,-0.94,98.45,1,-73,-5,21,13,49,5,13392904,347,28,6,29.39,53,6.75,1770,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:52:47Z,52316,10
300.13,1547646777,2665.23,51.482035,7.435674,150.19,9.37,-0.24,95.75,1,-83,-7,14,9,43,5,13392904,347,29,3,16.42,67,11.58,1770,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:52:57Z,52316,10
310.13,1547646788,2775.07,51.481919,7.437275,147.95,9.79,-0.96,96.5,1,-91,-10,9,12,36,5,13392904,347,30,2,19.61,63,16.36,1770,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:53:08Z,52316,10
320.15,1547646797,2854.85,51.481826,7.438475,147.11,8.12,-0.17,96.4,1,-100,-12,4,12,29,5,13392904,347,31,7,9.25,58,18.81,1770,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:53:17Z,52316,10
350.17,1547646827,3026.2,51.481688,7.440872,155.29,0,0,97.41,1,-90,-6,28,9,36,10,12973569,333,34,10,15.67,53,14.2,890,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:53:47Z,50678,10
360.14,1547646837,3026.2,51.481688,7.440872,155.16,0,0,97.41,1,-92,-7,28,10,35,10,12973569,333,35,7,14.12,57,16.12,890,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:53:57Z,50678,10
370.09,1547646847,3078.89,51.481449,7.441781,155.76,10.76,0.87,123.81,1,-84,-5,34,10,43,10,12973569,333,36,1,10.11,53,13.67,890,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:54:07Z,50678,10
380.1,1547646857,3205.68,51.480647,7.443067,158.18,12.56,-0.46,150.7,1,-85,-6,33,12,40,10,12973569,333,37,2,15,44,13.34,890,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:54:17Z,50678,10
400.12,1547646877,3517.28,51.478093,7.444982,160.8,16.72,0.05,151.21,1,-69,-7,32,1,60,10,12973569,333,39,1,11.08,47,-8.5,890,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:54:37Z,50678,10
410.18,1547646887,3681.1,51.476806,7.446103,161.08,15.84,0.11,152.18,1,-73,-8,9,9,55,10,12973569,333,40,9,14.04,80,-1.67,890,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:54:47Z,50678,10
420.16,1547646897,3830.46,51.475622,7.447121,160.05,13.72,-0.38,151.49,1,-71,-7,29,15,55,3,12973570,334,41,8,15.19,49,-2.45,890,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:54:57Z,50678,10
430.13,1547646907,3952.96,51.474733,7.448036,162.06,7.8,-1.34,142.86,1,-80,-6,24,12,48,3,12973570,334,42,6,16.29,57,12.6,890,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:55:07Z,50678,10
440.14,1547646917,3984.04,51.474566,7.448282,163.05,0,0,141.45,1,-83,-6,20,12,42,3,12973570,334,43,6,17.69,51,15.7,890,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:55:17Z,50678,10
450.15,1547646927,3984.04,51.474566,7.448282,163.01,0,0,141.45,1,-85,-9,19,12,44,3,12973570,334,44,10,18.13,49,10.79,890,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:55:27Z,50678,10
470.1,1547646947,3984.04,51.474566,7.448282,162.92,0,0,141.45,1,-87,-10,17,12,41,3,12973570,334,46,0.1,3.52,49,16.95,890,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:55:47Z,50678,10
480.16,1547646957,3984.04,51.474566,7.448282,162.99,0,0,141.45,1,-85,-9,22,10,42,3,12973570,334,47,0.5,11.98,61,5.14,890,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:55:57Z,50678,10
490.16,1547646967,4026.08,51.474176,7.448844,165.96,10.12,0.53,139.93,1,-87,-9,14,10,40,3,12973570,334,48,0.1,4.12,51,11.66,890,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:56:07Z,50678,10
500.23,1547646977,4147.26,51.473431,7.450096,165.88,11.04,-0.8,129.2,1,-78,-6,6,6,46,7,13394179,495,49,0.5,6.41,62,5.62,890,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:56:17Z,52321,10
510.17,1547646987,4276.94,51.472788,7.451786,164.05,18.41,1.12,115.1,1,-81,-6,14,15,44,7,13394179,495,50,0.1,3.23,61,6.46,890,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:56:27Z,52321,10
520.17,1547646997,4449.91,51.472409,7.454169,164.56,15.89,-0.23,105.59,1,-85,-6,3,11,41,7,13394179,495,51,0.1,4.94,61,-4.62,890,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:56:37Z,52321,10
530.12,1547647007,4595.85,51.472017,7.456137,161.74,12.83,-0.03,112.54,1,-88,-7,7,8,39,7,13394179,495,52,4,13.09,91,12.26,890,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:56:47Z,52321,10
540.14,1547647017,4723.64,51.471522,7.457757,158.58,13.6,0.23,117.02,1,-85,-7,18,10,41,4,13394177,497,53,3,13.78,51,14.47,890,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:56:57Z,52321,10
550.12,1547647027,4833.87,51.471088,7.459167,155.37,6.23,-1.55,116.74,1,-82,-7,23,12,45,4,13394177,497,54,3,14.62,54,6.59,890,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:57:07Z,52321,10
560.13,1547647037,4852.36,51.471015,7.459369,155.03,0,0,116.4,1,-83,-7,19,11,41,4,13394177,497,55,4,15.31,54,16.59,890,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:57:17Z,52321,10
570.13,1547647047,4852.36,51.471015,7.459369,155.16,0,0,116.4,1,-85,-6,7,10,41,4,13394177,497,56,3,16.01,58,8.76,890,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:57:27Z,52321,10
580.14,1547647057,4852.36,51.471015,7.459369,155.29,0,0,116.4,1,-84,-7,16,10,42,4,13394177,497,57,5,16.59,55,9.23,890,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:57:37Z,52321,10
590.13,1547647067,4852.36,51.471015,7.459369,155.46,0,0,116.4,1,-85,-6,10,9,41,4,13394177,497,58,4,15.9,53,9.57,890,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:57:47Z,52321,10
600.13,1547647077,4852.36,51.470966,7.459481,156.74,4.45,0,118.31,1,-86,-6,14,8,41,4,13394177,497,59,5,15.52,58,11.42,890,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:57:57Z,52321,10
630.19,1547647107,5227.05,51.469581,7.464569,156.84,11.94,0.14,108.56,1,-108,-13,-11,7,3,13,13393935,266,62,5,9.71,64,21.05,2510,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:58:27Z,52320,10
640.14,1547647117,5361.02,51.469404,7.466592,157.72,15.07,0.17,92.21,1,-99,-5,15,9,25,13,13393935,266,63,6,6.36,56,17.94,2510,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:58:37Z,52320,10
650.11,1547647127,5529.25,51.469577,7.46898,155.79,17.93,-0.2,80.31,1,-107,-8,2,7,20,13,13393935,266,64,0.5,5.28,75,20.31,2510,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:58:47Z,52320,10
660.2,1547647137,5714.01,51.469817,7.471702,159.36,18.42,0.93,86.63,1,-103,-8,1,7,23,13,13393935,266,65,10,5.02,59,21.33,2510,suburban,vodafone,2019-01-16T13:47:57Z,2019-01-16T13:58:57Z,52320,10
